workload,signal_path,region,width,toggle_count,value_change_count,time_steps,last_time_ps,normalized_activity
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.bank.ram.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_debug.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_plic.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.in_xbar.monitor_1.watchdog[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.wrapped_error_device.error.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.clock_gater.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.xbar.monitor.watchdog[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.buffer.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.buffer_1.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.uartClockDomainWrapper.uart_0.monitor.watchdog_1[31:0],non_gemmini_context,32,10302506,5151252,20606655,10303285500,0.015623754194943332
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_debug.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302505,5151252,20606655,10303285500,0.01562375267844296
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.wrapped_error_device.error.monitor.watchdog[31:0],non_gemmini_context,32,10302505,5151252,20606655,10303285500,0.01562375267844296
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.chipyard_prcictrl_domain.reset_setter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302505,5151252,20606655,10303285500,0.01562375267844296
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.pbus.buffer.monitor.watchdog[31:0],non_gemmini_context,32,10302505,5151252,20606655,10303285500,0.01562375267844296
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.bank.fragmenter.monitor.watchdog[31:0],non_gemmini_context,32,10302504,5151252,20606655,10303285500,0.015623751161942586
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.bank.fragmenter.monitor.watchdog_1[31:0],non_gemmini_context,32,10302504,5151252,20606655,10303285500,0.015623751161942586
stage1_tiled_matmul_os_baseline_20260423,TestDriver.testHarness.chiptop0.system.cbus.coupler_to_prci_ctrl.buffer.monitor.watchdog_1[31:0],non_gemmini_context,32,10302504,5151252,20606655,10303285500,0.015623751161942586
